


"variable1","variable2","variable3"
NA,1.21067176454973,0.286680293660039
0.589551475128197,0.563202221454027,0.985440118053131
0.337308009524928,0.659525942461507,2.27159478282798
0.99988849423969,2.55988180358511,0.346834828449381
1.47543635882901,0.436828105988723,0.711492588335577
1.70340854891221,1.03059043205132,3.27817727281688
0.159203557450732,0.498664024062613,0.257817907870095
1.91668753264475,0.901049710613668,2.23038167361826
0.535665470712772,4.14451536744701,1.0425834562014
2.43891929020668,0.286440260159146,2.82952056021425
1.65081899714758,0.436815527242294,1.14907780367532
0.44790962020615,0.143862059211684,0.293046532729589
1.8897439727221,0.700621444596953,0.295342149535444
3.13585192887244,1.43147269010557,0.498342656314071
1.06310556461294,6.13137644705187,0.302534875587424
1.97455732451771,0.172218016179636,0.816211187722316
0.755651006241657,1.51515245555723,2.37500598914861
1.20481516982348,NA,2.72888533859496
NA,2.06383198247611,0.997003775563243
0.26318631269007,NA,3.28813721579218
0.657352324497951,0.233257260265994,1.13630934154573
1.00455494860673,2.19513225460314,1.55280398485639
1.20259987229143,0.67533081007825,0.397651545470596
1.63815172939647,0.666557908807417,1.82048220500884
0.882952923645343,0.342204830623341,7.35217905104246
0.252179168131372,1.20785950512178,0.206201288349456
0.15264731676809,0.96495222024772,0.609539957389389
1.70799616718832,0.729730235972156,0.912302270842605
0.479198651279726,1.05830304100195,5.57438082915582
12.7019230862781,1.32823473133248,1.42249849025401
1.84517431650471,1.47953616110083,1.11828476379419
4.23912570236569,0.133286992299126,0.759228071819434
NA,0.271384213287842,1.56079808490452
0.448846508694509,1.06037072494337,0.300825406886789
0.609255408456081,2.17301692405981,1.35147748081063
0.934313375746625,0.122833827064891,1.54459890082644
9.36164727064597,1.87268391086321,0.788482046862236
4.46070611464097,0.0302660805229265,0.762688055949603
1.65587487420449,0.291874303507838,1.08717038363996
0.442213775152051,0.964791612735485,0.916463174783407
3.12533778413866,1.75243439025897,1.56087190830768
1.17552083331485,0.724145745404467,2.73461569833935
0.822816940247432,0.488770646842685,2.25408906098553
0.321036813253689,NA,0.640984991697123
0.379821404643097,2.14670719819803,0.128876483478385
1.21668082221457,1.42941941147829,0.684224256567386
1.01357618789461,3.95498211665583,6.64605402994538
4.96873325972098,1.2541944870442,3.25039897304594
0.0951270949278057,0.83357058036464,1.14897189473648
1.93796587598677,0.702007486865993,1.4765000668643
4.00973263982129,0.821463333421493,2.00800584403142
3.1435463648301,0.908067295575789,0.741446039972399
2.00595031130288,1.54387082430781,3.89690004692954
0.807157063494616,2.66505971704637,6.82291957600765
1.27844541467465,1.28671514494705,0.947767051030407
2.9055932919374,2.66301588817702,0.450301392313789
1.83801115383502,0.284705937186863,2.15929184696757
2.90331363155306,4.24349197562639,0.710114822194555
0.688066590344337,0.652732376883839,1.98675995698012
2.1380678151493,1.43939447760403,12.0451280521274
0.61493293268297,0.947609980513102,0.680814950621241
3.83901369924573,3.05459296396733,0.413286569024674
4.53010156678205,0.815791955173611,0.316705899986808
0.246226602833091,2.24577920688881,0.688038250927444
1.57110515639335,0.822971491099885,1.98726157847403
0.869710281615305,1.50193468088977,0.310834588303388
0.150430259980711,0.974782552969795,0.271758632236824
0.683992630440796,1.79545957318784,0.682023988355792
0.246390793174368,0.70702044741527,0.225959620591709
1.16592484044435,1.07846524688532,2.77941269648493
0.288112462633251,4.72390253411263,2.44696645672198
3.06881294606485,0.83394036133163,4.72895242303605
1.98655280190874,0.54888333512088,0.878657800784322
1.07227268964086,2.51165100366962,1.03845523948105
0.380771756929584,1.74350843352567,0.538098014423989
1.56139985116315,1.05470961980479,3.18488785294918
0.806940385775025,0.854889725789087,1.22645048211433
1.64342396358778,0.462004262433066,0.325145979008337
2.6186022147321,0.425276959344324,1.28532785618562
0.842823565538375,0.677418000184506,0.702426397532319
7.3024813414036,0.116400065018311,0.407774938100072
0.370829897125044,0.614017858545427,0.295079962992582
0.695394291293882,2.50859954680003,0.171706486835086
0.341690412050127,0.526333300161561,1.20000611975278
0.694313510203955,1.18099512598547,2.03474715819694
0.492353923669202,1.22012215685206,2.02713781724101
0.331908082961097,2.41185497413668,0.199493289972272
0.346071441918739,0.309769069818003,0.0848901326067217
1.6316201433222,3.21555103319773,0.379219395583443
1.16057762597308,2.57993693815336,0.893603218915729
4.02291767065351,2.33304796700851,1.49385995416089
0.244889388485571,4.86154254389258,1.7380496806629
0.553489986933669,1.42216546343221,2.47483378070562
2.8010353603574,2.21036152048601,0.560032524269214
0.361674453952506,0.555066770466289,0.152965729972357
0.666594164026454,0.942662625436099,1.01427741540618
0.187266745790154,0.841592988949356,0.800566276521843
0.956501054186107,0.101270392793349,3.23794934213473
0.350870092356217,0.537644579473161,1.04649286356361
0.177262439385869,0.525990278243878,1.38825235203201
